date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:24	237163/237163	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Feb%202026%2015:58:23%20GMT	https://static.wixstatic.com/media/7eba9c_c13d828438b046a18d9b5a28b92e3c97~mv2.png/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_c13d828438b046a18d9b5a28b92e3c97~mv2.png	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_c13d828438b046a18d9b5a28b92e3c97_mv2.png/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_c13d828438b046a18d9b5a28b92e3c97_mv2.png	(from https://www.annekeslershields.com/installations)
10:58:25	64306/64306	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:23%20GMT	https://static.wixstatic.com/media/7eba9c_d4be1708e7c94a188cd7e6f741b965bd~mv2.jpg/v1/fill/w_480,h_480,fp_0.71_0.46,q_90,enc_avif,quality_auto/7eba9c_d4be1708e7c94a188cd7e6f741b965bd~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_d4be1708e7c94a188cd7e6f741b965bd_mv2.jpg/v1/fill/w_480,h_480,fp_0.71_0.46,q_90,enc_avif,quality_auto/7eba9c_d4be1708e7c94a188cd7e6f741b965bd_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:25	36307/36307	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:23%20GMT	https://static.wixstatic.com/media/7eba9c_6662ad92e5f04d75bcc40e73568bd9a4~mv2.jpg/v1/fill/w_480,h_480,fp_0.48_0.49,q_90,enc_avif,quality_auto/7eba9c_6662ad92e5f04d75bcc40e73568bd9a4~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_6662ad92e5f04d75bcc40e73568bd9a4_mv2.jpg/v1/fill/w_480,h_480,fp_0.48_0.49,q_90,enc_avif,quality_auto/7eba9c_6662ad92e5f04d75bcc40e73568bd9a4_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:25	45788/45788	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:24%20GMT	https://static.wixstatic.com/media/7eba9c_558435ee9dc84e3a84da476cd1f3b8e4~mv2.jpg/v1/fill/w_480,h_480,fp_0.61_0.63,q_90,enc_avif,quality_auto/7eba9c_558435ee9dc84e3a84da476cd1f3b8e4~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_558435ee9dc84e3a84da476cd1f3b8e4_mv2.jpg/v1/fill/w_480,h_480,fp_0.61_0.63,q_90,enc_avif,quality_auto/7eba9c_558435ee9dc84e3a84da476cd1f3b8e4_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:26	24422/24422	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:24%20GMT	https://static.wixstatic.com/media/7eba9c_89203b2697954996aca3e4d30b7552d2~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_89203b2697954996aca3e4d30b7552d2~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_89203b2697954996aca3e4d30b7552d2_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_89203b2697954996aca3e4d30b7552d2_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:26	29255/29255	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:24%20GMT	https://static.wixstatic.com/media/7eba9c_2df3a5ada706456fac2e3e5b730918e9~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_2df3a5ada706456fac2e3e5b730918e9~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_2df3a5ada706456fac2e3e5b730918e9_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_2df3a5ada706456fac2e3e5b730918e9_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:26	28608/28608	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:25%20GMT	https://static.wixstatic.com/media/7eba9c_e75337be208149aeb7762a7955760117~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_e75337be208149aeb7762a7955760117~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_e75337be208149aeb7762a7955760117_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_e75337be208149aeb7762a7955760117_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:27	29666/29666	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:25%20GMT	https://static.wixstatic.com/media/7eba9c_fa8d3c2811bb46869ca293b873427932~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_fa8d3c2811bb46869ca293b873427932~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_fa8d3c2811bb46869ca293b873427932_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_fa8d3c2811bb46869ca293b873427932_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:27	42695/42695	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:25%20GMT	https://static.wixstatic.com/media/7eba9c_1b8d2f98217c4e05a16972fa28d944d0~mv2.jpg/v1/fill/w_480,h_480,fp_0.72_0.2,q_90,enc_avif,quality_auto/7eba9c_1b8d2f98217c4e05a16972fa28d944d0~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_1b8d2f98217c4e05a16972fa28d944d0_mv2.jpg/v1/fill/w_480,h_480,fp_0.72_0.2,q_90,enc_avif,quality_auto/7eba9c_1b8d2f98217c4e05a16972fa28d944d0_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:27	30035/30035	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:26%20GMT	https://static.wixstatic.com/media/7eba9c_16608719f3c8419bb21e8fa37a750dfb~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_16608719f3c8419bb21e8fa37a750dfb~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_16608719f3c8419bb21e8fa37a750dfb_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_16608719f3c8419bb21e8fa37a750dfb_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:28	38052/38052	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:26%20GMT	https://static.wixstatic.com/media/7eba9c_07b65132c06c46e5a3c3bf0afcf16d5d~mv2.jpg/v1/fill/w_480,h_480,fp_0.39_0.65,q_90,enc_avif,quality_auto/7eba9c_07b65132c06c46e5a3c3bf0afcf16d5d~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_07b65132c06c46e5a3c3bf0afcf16d5d_mv2.jpg/v1/fill/w_480,h_480,fp_0.39_0.65,q_90,enc_avif,quality_auto/7eba9c_07b65132c06c46e5a3c3bf0afcf16d5d_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:28	24626/24626	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:26%20GMT	https://static.wixstatic.com/media/7eba9c_89607439864f4e4fab846daa4976d03d~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_89607439864f4e4fab846daa4976d03d~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_89607439864f4e4fab846daa4976d03d_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_89607439864f4e4fab846daa4976d03d_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:28	17583/17583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:27%20GMT	https://static.wixstatic.com/media/7eba9c_c84613f5caee419eaf444bcd9cbc8536~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_c84613f5caee419eaf444bcd9cbc8536~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_c84613f5caee419eaf444bcd9cbc8536_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_c84613f5caee419eaf444bcd9cbc8536_mv2.jpg	(from https://www.annekeslershields.com/installations)
10:58:30	2610/2610	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:29%20GMT	https://static.wixstatic.com/media/7eba9c_10d2fc646bb5472ea101427314dc8e1c~mv2.jpg/v1/fill/w_135,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_10d2fc646bb5472ea101427314dc8e1c~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_10d2fc646bb5472ea101427314dc8e1c_mv2.jpg/v1/fill/w_135,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/7eba9c_10d2fc646bb5472ea101427314dc8e1c_mv2.jpg	(from https://www.annekeslershields.com/sculpture)
10:58:31	362033/362033	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Feb%202026%2015:58:29%20GMT	https://static.wixstatic.com/media/7eba9c_5b24090253994838855f175d6728f312~mv2.png/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_5b24090253994838855f175d6728f312~mv2.png	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_5b24090253994838855f175d6728f312_mv2.png/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_5b24090253994838855f175d6728f312_mv2.png	(from https://www.annekeslershields.com/sculpture)
10:58:31	405822/405822	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Feb%202026%2015:58:30%20GMT	https://static.wixstatic.com/media/7eba9c_a9b53b1c265e41b4ba47980cded3349b~mv2.png/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_a9b53b1c265e41b4ba47980cded3349b~mv2.png	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_a9b53b1c265e41b4ba47980cded3349b_mv2.png/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_a9b53b1c265e41b4ba47980cded3349b_mv2.png	(from https://www.annekeslershields.com/sculpture)
10:58:32	10609/10609	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:30%20GMT	https://static.wixstatic.com/media/7eba9c_450a9979df5a4228be0a8a145bf8c2fa~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_450a9979df5a4228be0a8a145bf8c2fa~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_450a9979df5a4228be0a8a145bf8c2fa_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_450a9979df5a4228be0a8a145bf8c2fa_mv2.jpg	(from https://www.annekeslershields.com/sculpture)
10:58:32	24626/24626	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:30%20GMT	https://static.wixstatic.com/media/7eba9c_10d2fc646bb5472ea101427314dc8e1c~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_10d2fc646bb5472ea101427314dc8e1c~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_10d2fc646bb5472ea101427314dc8e1c_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_10d2fc646bb5472ea101427314dc8e1c_mv2.jpg	(from https://www.annekeslershields.com/sculpture)
10:58:32	30806/30806	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:30%20GMT	https://static.wixstatic.com/media/7eba9c_ccbe36a55fe4439db17a588f4d9e94a3~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_ccbe36a55fe4439db17a588f4d9e94a3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_ccbe36a55fe4439db17a588f4d9e94a3_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_ccbe36a55fe4439db17a588f4d9e94a3_mv2.jpg	(from https://www.annekeslershields.com/sculpture)
10:58:34	33716/33716	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:31%20GMT	https://static.wixstatic.com/media/7eba9c_c30acd08760040509202523e82863fcc~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_c30acd08760040509202523e82863fcc~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_c30acd08760040509202523e82863fcc_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_c30acd08760040509202523e82863fcc_mv2.jpg	(from https://www.annekeslershields.com/sculpture)
10:58:34	3386/3386	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:33%20GMT	https://static.wixstatic.com/media/7eba9c_e6ba2c54635c46f3a2c201fdeb8b80f8~mv2.jpg/v1/fill/w_144,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_e6ba2c54635c46f3a2c201fdeb8b80f8~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_e6ba2c54635c46f3a2c201fdeb8b80f8_mv2.jpg/v1/fill/w_144,h_96,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/7eba9c_e6ba2c54635c46f3a2c201fdeb8b80f8_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:35	47048/47048	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:33%20GMT	https://static.wixstatic.com/media/7eba9c_15bcc53fc0b74741bf117a45d624ee67~mv2.jpg/v1/fill/w_480,h_480,fp_0.47_0.28,q_90,enc_avif,quality_auto/7eba9c_15bcc53fc0b74741bf117a45d624ee67~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_15bcc53fc0b74741bf117a45d624ee67_mv2.jpg/v1/fill/w_480,h_480,fp_0.47_0.28,q_90,enc_avif,quality_auto/7eba9c_15bcc53fc0b74741bf117a45d624ee67_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:36	36254/36254	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:34%20GMT	https://static.wixstatic.com/media/7eba9c_60e8a4b9b50443658fd10c6a24e36523~mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.46,q_90,enc_avif,quality_auto/7eba9c_60e8a4b9b50443658fd10c6a24e36523~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_60e8a4b9b50443658fd10c6a24e36523_mv2.jpg/v1/fill/w_480,h_480,fp_0.46_0.46,q_90,enc_avif,quality_auto/7eba9c_60e8a4b9b50443658fd10c6a24e36523_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:36	26690/26690	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:34%20GMT	https://static.wixstatic.com/media/7eba9c_4a279eacfc624060872a5db5691579de~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_4a279eacfc624060872a5db5691579de~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_4a279eacfc624060872a5db5691579de_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_4a279eacfc624060872a5db5691579de_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:36	40670/40670	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:35%20GMT	https://static.wixstatic.com/media/7eba9c_24ed48a242f84505b82ec94e1bbbf1fc~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_24ed48a242f84505b82ec94e1bbbf1fc~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_24ed48a242f84505b82ec94e1bbbf1fc_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_24ed48a242f84505b82ec94e1bbbf1fc_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:37	41831/41831	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:35%20GMT	https://static.wixstatic.com/media/7eba9c_b3ed09f4d1d34a2182bf7f5aec2890c4~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b3ed09f4d1d34a2182bf7f5aec2890c4~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_b3ed09f4d1d34a2182bf7f5aec2890c4_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b3ed09f4d1d34a2182bf7f5aec2890c4_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:37	46138/46138	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:35%20GMT	https://static.wixstatic.com/media/7eba9c_4edcee69ebfa4851bbb618914ec4c7ba~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_4edcee69ebfa4851bbb618914ec4c7ba~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_4edcee69ebfa4851bbb618914ec4c7ba_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_4edcee69ebfa4851bbb618914ec4c7ba_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:38	28400/28400	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:36%20GMT	https://static.wixstatic.com/media/7eba9c_dc5f0cfa88074e858c53450bb7ff0504~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_dc5f0cfa88074e858c53450bb7ff0504~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_dc5f0cfa88074e858c53450bb7ff0504_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_dc5f0cfa88074e858c53450bb7ff0504_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:38	36498/36498	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:36%20GMT	https://static.wixstatic.com/media/7eba9c_7f04a169aca643789dbde466df02b338~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_7f04a169aca643789dbde466df02b338~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_7f04a169aca643789dbde466df02b338_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_7f04a169aca643789dbde466df02b338_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:39	60175/60175	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:37%20GMT	https://static.wixstatic.com/media/7eba9c_8d626e985ce141678f752e6424406c13~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8d626e985ce141678f752e6424406c13~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_8d626e985ce141678f752e6424406c13_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8d626e985ce141678f752e6424406c13_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:39	37968/37968	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:37%20GMT	https://static.wixstatic.com/media/7eba9c_e147565c0bcb459188369ba8917153c3~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_e147565c0bcb459188369ba8917153c3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_e147565c0bcb459188369ba8917153c3_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_e147565c0bcb459188369ba8917153c3_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:39	64264/64264	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:38%20GMT	https://static.wixstatic.com/media/7eba9c_884194264d40449d905c1d0850a0c122~mv2.jpg/v1/fill/w_480,h_480,fp_0.71_0.46,q_90,enc_avif,quality_auto/7eba9c_884194264d40449d905c1d0850a0c122~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_884194264d40449d905c1d0850a0c122_mv2.jpg/v1/fill/w_480,h_480,fp_0.71_0.46,q_90,enc_avif,quality_auto/7eba9c_884194264d40449d905c1d0850a0c122_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:40	40915/40915	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:38%20GMT	https://static.wixstatic.com/media/7eba9c_3caab56c128e42dca123b8af8e150c10~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_3caab56c128e42dca123b8af8e150c10~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_3caab56c128e42dca123b8af8e150c10_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_3caab56c128e42dca123b8af8e150c10_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:40	47046/47046	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:38%20GMT	https://static.wixstatic.com/media/7eba9c_b0d7ac3b08364dcaae11ba0770c3c3a5~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b0d7ac3b08364dcaae11ba0770c3c3a5~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_b0d7ac3b08364dcaae11ba0770c3c3a5_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_b0d7ac3b08364dcaae11ba0770c3c3a5_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:40	54360/54360	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:39%20GMT	https://static.wixstatic.com/media/7eba9c_61274e9b7b6c4ebbbbf38fb8a383ab3f~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_61274e9b7b6c4ebbbbf38fb8a383ab3f~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_61274e9b7b6c4ebbbbf38fb8a383ab3f_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_61274e9b7b6c4ebbbbf38fb8a383ab3f_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:41	38488/38488	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:39%20GMT	https://static.wixstatic.com/media/7eba9c_caafeac3bff340578f7188288ef3acc3~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_caafeac3bff340578f7188288ef3acc3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_caafeac3bff340578f7188288ef3acc3_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_caafeac3bff340578f7188288ef3acc3_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:41	67727/67727	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:39%20GMT	https://static.wixstatic.com/media/7eba9c_8e38da5ed8ac482ebd5842a5f2f9351e~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8e38da5ed8ac482ebd5842a5f2f9351e~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_8e38da5ed8ac482ebd5842a5f2f9351e_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_8e38da5ed8ac482ebd5842a5f2f9351e_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:42	34710/34710	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:40%20GMT	https://static.wixstatic.com/media/7eba9c_21dfe533295e4640928bd50de3c079d5~mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_21dfe533295e4640928bd50de3c079d5~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_21dfe533295e4640928bd50de3c079d5_mv2.jpg/v1/fit/w_480,h_480,q_90,enc_avif,quality_auto/7eba9c_21dfe533295e4640928bd50de3c079d5_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
10:58:42	24779/24779	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:58:40%20GMT	https://static.wixstatic.com/media/7eba9c_646e8e5d9e054f00bd5869a6cc38fe57~mv2.jpg/v1/fit/w_433,h_433,q_90,enc_avif,quality_auto/7eba9c_646e8e5d9e054f00bd5869a6cc38fe57~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_646e8e5d9e054f00bd5869a6cc38fe57_mv2.jpg/v1/fit/w_433,h_433,q_90,enc_avif,quality_auto/7eba9c_646e8e5d9e054f00bd5869a6cc38fe57_mv2.jpg	(from https://www.annekeslershields.com/arbor-acres-permanent-collection)
